site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,year,date,depth (m),organism_code,type,s1 (0-20m),s2 (25-45m),s3 (50-70m),s4 (75-95m),fish_recorded_by,inverts_recorded_by,errors,what_errors
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Giant Clam 20-30 cm,Invertebrate,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Giant Clam 30-40 cm,Invertebrate,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Giant Clam 40-50 cm,Invertebrate,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Giant Clam > 50 cm,Invertebrate,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Giant Clam Total,Invertebrate,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Coral Damage Anchor,Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Coral Damage Dynamite,Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Coral Damage Other,Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Trash Fish Nets,Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Trash General,Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Bleaching (% Of Population),Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Bleaching (% Of Colony),Impact,0,0,0,0,"","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Black Band,Impact,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,White Band,Impact,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Sharks,Rare Animal,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Turtles,Rare Animal,"","","","","","",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,2008,16-March-08,10.5,Mantas,Rare Animal,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Butterflyfish,Fish,6,3,3,4,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Haemulidae,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Snapper,Fish,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Barramundi Cod,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Humphead Wrasse,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Bumphead Parrot,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Parrotfish,Fish,1,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Moray Eel,Fish,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Grouper 30-40 cm,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Grouper 40-50 cm,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Grouper 50-60 cm,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Grouper > 60 cm,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Grouper Total,Fish,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Banded Coral Shrimp,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Diadema,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Pencil Urchin,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Tripneustes,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Edible Sea Cucumber,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,COTS,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Triton,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Lobster,Invertebrate,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam < 10 cm,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam 10-20 cm,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam 20-30 cm,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam 30-40 cm,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam 40-50 cm,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam > 50 cm,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Giant Clam Total,Invertebrate,"","","","","","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Coral Damage Anchor,Impact,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Coral Damage Dynamite,Impact,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Coral Damage Other,Impact,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Trash Fish Nets,Impact,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Trash General,Impact,0,0,0,0,"","",false,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,019762b4-615d-4639-a61f-bd649f57406a,156.26.7.2W.20.36.30.0N,Ahihi Cove,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,2003,30-November-03,10.0,Bleaching (% Of Population),Impact,0,0,0,0,"","",false,""
